,model,drug_response,genes,k,prec,prec_std,prec_stderror,ndcg,ndcg_std,ndcg_stderror,mode
34,knn,AUC,no RNAseq,5,0.786046511627907,0.0,0.0,0.9451564045259223,0.0,0.0,gdsc_pan
35,knn,AUC,no RNAseq,5,0.8470000000000001,0.06309516621738939,0.01995244345938611,0.9602486718688903,0.009938912141407385,0.003142959983114884,solo_pan
36,knn,AUC,no RNAseq,10,0.8348837209302326,0.0,0.0,0.9780479324755487,0.0,0.0,gdsc_pan
37,knn,AUC,no RNAseq,10,0.7965000000000001,0.04289813515760329,0.01356558144717726,0.9836646224564174,0.005866975420923109,0.001855300530634212,solo_pan
38,knn,AUC,no RNAseq,15,0.9317829457364338,0.0,0.0,0.9815687061582264,0.0,0.0,gdsc_pan
39,knn,AUC,no RNAseq,15,0.9316666666666666,0.004999999999999982,0.0015811388300841838,0.9878979694354124,0.0038294660374827852,0.0012109834900705337,solo_pan
40,knn,AUC,paccmann genes,1,0.06976744186046512,0.0,0.0,0.8690628628248293,0.0,0.0,gdsc_pan
41,knn,AUC,paccmann genes,1,1.0,0.0,0.0,0.9386540345719704,0.033660376911588935,0.010644345794036518,solo_pan
42,knn,AUC,paccmann genes,3,0.38759689922480617,0.0,0.0,0.9093508954612816,0.0,0.0,gdsc_pan
43,knn,AUC,paccmann genes,3,0.8099999999999999,0.10857664983268221,0.034334951418181575,0.9597001189138655,0.01767126551589907,0.005588144816783147,solo_pan
44,knn,AUC,paccmann genes,5,0.6325581395348838,0.0,0.0,0.9174311587491868,0.0,0.0,gdsc_pan
45,knn,AUC,paccmann genes,5,0.8240000000000001,0.049030602688525056,0.015504837954651445,0.9652222503573965,0.013325919434037851,0.004214025732746155,solo_pan
46,knn,AUC,paccmann genes,10,0.8046511627906977,0.0,0.0,0.9308734010199995,0.0,0.0,gdsc_pan
47,knn,AUC,paccmann genes,10,0.8385,0.03209750769140809,0.010150123151962252,0.9814876748910285,0.005660913153172726,0.001790137920043145,solo_pan
48,knn,AUC,paccmann genes,15,0.9317829457364338,0.0,0.0,0.9673965135441883,0.0,0.0,gdsc_pan
49,knn,AUC,paccmann genes,15,0.9316666666666666,0.004999999999999982,0.0015811388300841838,0.9873126581351673,0.00499544083221304,0.0015796970946400234,solo_pan
50,knn,AUC_zscore,no RNAseq,1,0.046511627906976744,0.0,0.0,-0.16561358343311244,0.0,0.0,gdsc_pan
51,knn,AUC_zscore,no RNAseq,1,0.025,0.07500000000000001,0.023717082451262847,-0.20978451264645992,0.8939646004285476,0.28269642849165477,solo_pan
52,knn,AUC_zscore,no RNAseq,3,0.22480620155038755,0.0,0.0,0.13423882068591378,0.0,0.0,gdsc_pan
53,knn,AUC_zscore,no RNAseq,3,0.175,0.07350359023733315,0.023243876134968918,0.033796467042098655,0.7404088473593169,0.23413783573953872,solo_pan
54,knn,AUC_zscore,no RNAseq,5,0.3581395348837209,0.0,0.0,-0.4369458764746339,0.0,0.0,gdsc_pan
55,knn,AUC_zscore,no RNAseq,5,0.32300000000000006,0.09089004345911603,0.02874195539624957,-0.5563908510947644,0.9169829050837348,0.2899754555502596,solo_pan
56,knn,AUC_zscore,no RNAseq,10,0.7255813953488373,0.0,0.0,0.7745129179579963,0.0,0.0,gdsc_pan
57,knn,AUC_zscore,no RNAseq,10,0.7164999999999999,0.04353446910208049,0.013766807908879969,0.7869483658230616,1.5927788887189254,0.5036809097383674,solo_pan
58,knn,AUC_zscore,no RNAseq,15,0.9317829457364338,0.0,0.0,-0.14080113081859133,0.0,0.0,gdsc_pan
59,knn,AUC_zscore,no RNAseq,15,0.9316666666666666,0.004999999999999982,0.0015811388300841838,-0.07296884419720323,2.981273934222619,0.9427615961034482,solo_pan
60,knn,AUC_zscore,paccmann genes,1,0.046511627906976744,0.0,0.0,-0.04697986705751946,0.0,0.0,gdsc_pan
61,knn,AUC_zscore,paccmann genes,1,0.16,0.23853720883753124,0.07543208866258443,-0.013111026201246434,1.1313538667918004,0.35776550587008227,solo_pan
62,knn,AUC_zscore,paccmann genes,3,0.248062015503876,0.0,0.0,0.31031162098932497,0.0,0.0,gdsc_pan
63,knn,AUC_zscore,paccmann genes,3,0.2533333333333333,0.12378296418418094,0.0391436102349058,0.1302656624968402,0.7215790803868338,0.22818334059521275,solo_pan
64,knn,AUC_zscore,paccmann genes,5,0.3953488372093023,0.0,0.0,-0.33342615032430517,0.0,0.0,gdsc_pan
65,knn,AUC_zscore,paccmann genes,5,0.38700000000000007,0.0933862944976403,0.029531339285579314,-0.44943567345567265,0.789105317074561,0.24953701157049696,solo_pan
66,knn,AUC_zscore,paccmann genes,10,0.713953488372093,0.0,0.0,1.2859358400317449,0.0,0.0,gdsc_pan
67,knn,AUC_zscore,paccmann genes,10,0.7015,0.034932076949417135,0.011046492656042458,1.0891570357643354,2.3494907425347837,0.7429742087890163,solo_pan
68,knn,AUC_zscore,paccmann genes,15,0.9317829457364338,0.0,0.0,0.3164928907287895,0.0,0.0,gdsc_pan
69,knn,AUC_zscore,paccmann genes,15,0.9316666666666666,0.004999999999999982,0.0015811388300841838,0.40360722569331653,1.7722502712898331,0.5604347441127189,solo_pan
70,lin_reg_feat_sel,AUC,genes selected per drug,1,1.0,0.0,0.0,0.9939450333363457,0.0041283873359537855,0.0013055107045008706,solo_pan
71,lin_reg_feat_sel,AUC,genes selected per drug,3,0.9166666666666666,0.05916079783099618,0.018708286933869712,0.9954351249920184,0.002110251515569551,0.0006673201225022055,solo_pan
72,lin_reg_feat_sel,AUC,genes selected per drug,5,0.914,0.049234134500364644,0.015569200364822839,0.9951853082388915,0.0023824041807290267,0.000753382351821115,solo_pan
73,lin_reg_feat_sel,AUC,genes selected per drug,10,0.916,0.04115823125451334,0.013015375522819148,0.9958030128622148,0.0014310685501554596,0.00045254361063261616,solo_pan
74,lin_reg_feat_sel,AUC,genes selected per drug,15,0.9289999999999999,0.02060474594736743,0.006515792780280498,0.9971377108660187,0.001270367806620104,0.0004017255735071858,solo_pan
75,lin_reg_feat_sel,AUC_zscore,genes selected per drug,1,0.615,0.17036725037400818,0.0538748549882039,0.8674602581049363,0.21421655787388558,0.06774122354027551,solo_pan
76,lin_reg_feat_sel,AUC_zscore,genes selected per drug,3,0.7116666666666667,0.14279939308927989,0.045157133065183264,0.8582605037143847,0.14143093050382716,0.044724387198907915,solo_pan
77,lin_reg_feat_sel,AUC_zscore,genes selected per drug,5,0.705,0.06974955196988726,0.022056745000112784,0.8288428576017381,0.11393711180350406,0.03603007833203278,solo_pan
78,lin_reg_feat_sel,AUC_zscore,genes selected per drug,10,0.792,0.04749736834815164,0.015019986684414859,0.7201119529175838,0.5658215302137933,0.17892847846373663,solo_pan
79,lin_reg_feat_sel,AUC_zscore,genes selected per drug,15,0.8530000000000001,0.028223315814332586,0.008924996109554086,0.9013933344528535,0.14810255385318027,0.04683413974637963,solo_pan
80,mean_baseline,AUC,no RNAseq,1,1.0,0.0,0.0,0.946876482556352,0.02057877086986098,0.006507578739548519,solo_pan
81,mean_baseline,AUC,no RNAseq,3,0.8299999999999998,0.07333333333333338,0.023190036174568128,0.9563754188535899,0.012599587065903207,0.0039843392705852165,solo_pan
82,mean_baseline,AUC,no RNAseq,5,0.8440000000000001,0.034985711369071776,0.011063453348751456,0.9656982190369131,0.010547319597764435,0.0033353553138666604,solo_pan
83,mean_baseline,AUC,no RNAseq,10,0.7769999999999999,0.05187484939737175,0.016404267737390777,0.9706823659394516,0.006490499633354518,0.002052476199388805,solo_pan
84,mean_baseline,AUC,no RNAseq,15,0.7926666666666666,0.026322782696532855,0.008323994767471261,0.976538653404577,0.004796745256667412,0.0015168640366677996,solo_pan
85,mean_baseline,AUC_zscore,no RNAseq,1,0.075,0.11456439237389601,0.036228441865473596,0.1769213131508333,1.102142246949635,0.34852798058566115,solo_pan
86,mean_baseline,AUC_zscore,no RNAseq,3,0.16999999999999998,0.11709445380166864,0.03702851753866351,-0.3156372447173742,0.8613137107443428,0.27237131058835645,solo_pan
87,mean_baseline,AUC_zscore,no RNAseq,5,0.197,0.07733692520394121,0.024456083087853617,-0.6833460149786343,1.5749085294368255,0.4980298059446707,solo_pan
88,mean_baseline,AUC_zscore,no RNAseq,10,0.376,0.03541186241925155,0.011198214143335536,-0.488283862655587,3.0799812417353483,0.9739755874477356,solo_pan
89,mean_baseline,AUC_zscore,no RNAseq,15,0.5453333333333333,0.02821347195933177,0.008921883209278185,0.11913068678949998,0.9206469978711705,0.2911341434269088,solo_pan
90,paccmann,AUC,no RNAseq,1,0.0,0.0,0.0,0.9711382677630095,0.0,0.0,gdsc_pan
91,paccmann,AUC,no RNAseq,1,1.0,0.0,0.0,0.9718558409577825,0.015393243329682622,0.004867770949899128,solo_pan
92,paccmann,AUC,no RNAseq,3,0.7054263565891472,0.0,0.0,0.9630244483434003,0.0,0.0,gdsc_pan
93,paccmann,AUC,no RNAseq,3,0.8416666666666666,0.12698425099200297,0.04015594601052253,0.9747613121443509,0.012337199964638303,0.0039013651837205825,solo_pan
94,paccmann,AUC,no RNAseq,5,0.8325581395348834,0.0,0.0,0.9573979664752076,0.0,0.0,gdsc_pan
95,paccmann,AUC,no RNAseq,5,0.8790000000000001,0.041821047332652926,0.013224976370489272,0.9746509636207022,0.00871485945261661,0.0027558805358516734,solo_pan
96,paccmann,AUC,no RNAseq,10,0.8651162790697675,0.0,0.0,0.9730980995683406,0.0,0.0,gdsc_pan
97,paccmann,AUC,no RNAseq,10,0.8615,0.03899038342976381,0.012329841848134144,0.9894598809122023,0.003528611813597388,0.0011158450309545248,solo_pan
98,paccmann,AUC,no RNAseq,15,0.9317829457364338,0.0,0.0,0.9866893873461162,0.0,0.0,gdsc_pan
99,paccmann,AUC,no RNAseq,15,0.9316666666666666,0.004999999999999982,0.0015811388300841838,0.9921541990244286,0.0029193131663450894,0.0009231678808968492,solo_pan
100,paccmann,AUC,paccmann genes,1,0.0,0.0,0.0,0.9711382677630095,0.0,0.0,gdsc_pan
101,paccmann,AUC,paccmann genes,1,1.0,0.0,0.0,0.9718558409577825,0.015393243329682622,0.004867770949899128,solo_pan
102,paccmann,AUC,paccmann genes,3,0.7054263565891472,0.0,0.0,0.9630244483434003,0.0,0.0,gdsc_pan
103,paccmann,AUC,paccmann genes,3,0.8416666666666666,0.12698425099200297,0.04015594601052253,0.9744328299568709,0.012715473495215117,0.00402098577723819,solo_pan
104,paccmann,AUC,paccmann genes,5,0.8325581395348834,0.0,0.0,0.9552375150732918,0.0,0.0,gdsc_pan
105,paccmann,AUC,paccmann genes,5,0.8790000000000001,0.041821047332652926,0.013224976370489272,0.9747508125961728,0.009170471339972692,0.0028999576651610025,solo_pan
106,paccmann,AUC,paccmann genes,10,0.8023255813953488,0.0,0.0,0.9834956382994879,0.0,0.0,gdsc_pan
107,paccmann,AUC,paccmann genes,10,0.8615,0.03899038342976381,0.012329841848134144,0.9893348504314379,0.0037558751625015848,0.0011877120120760043,solo_pan
108,paccmann,AUC,paccmann genes,15,0.9317829457364338,0.0,0.0,0.9857765120376977,0.0,0.0,gdsc_pan
109,paccmann,AUC,paccmann genes,15,0.9316666666666666,0.004999999999999982,0.0015811388300841838,0.9920441779427118,0.0030961181706125637,0.0009790785324169501,solo_pan
110,paccmann,AUC_zscore,no RNAseq,1,0.023255813953488372,0.0,0.0,-0.3379388317598509,0.0,0.0,gdsc_pan
111,paccmann,AUC_zscore,no RNAseq,1,0.0,0.0,0.0,-0.4965472397216743,1.3398745047592069,0.42370552138292106,solo_pan
112,paccmann,AUC_zscore,no RNAseq,3,0.20930232558139536,0.0,0.0,0.7042921974943329,0.0,0.0,gdsc_pan
113,paccmann,AUC_zscore,no RNAseq,3,0.045,0.047755162606314676,0.015101508386765725,-0.2661594406317073,1.526910691020767,0.48285155672872343,solo_pan
114,paccmann,AUC_zscore,no RNAseq,5,0.3534883720930233,0.0,0.0,-0.1896612436984572,0.0,0.0,gdsc_pan
115,paccmann,AUC_zscore,no RNAseq,5,0.183,0.049203658400570165,0.015559562975867924,-1.0741477427301636,1.399893841513182,0.4426853021624429,solo_pan
116,paccmann,AUC_zscore,no RNAseq,10,0.7093023255813954,0.0,0.0,0.8713528284916432,0.0,0.0,gdsc_pan
117,paccmann,AUC_zscore,no RNAseq,10,0.6455,0.02114828598255658,0.006687675231349076,1.086014379226325,2.8865302978212775,0.9128010276199404,solo_pan
118,paccmann,AUC_zscore,no RNAseq,15,0.9317829457364338,0.0,0.0,0.5747716094107441,0.0,0.0,gdsc_pan
119,paccmann,AUC_zscore,no RNAseq,15,0.9316666666666666,0.004999999999999982,0.0015811388300841838,-0.4993804276093658,4.3989216418391965,1.39106116368193,solo_pan
120,paccmann,AUC_zscore,paccmann genes,1,0.11627906976744186,0.0,0.0,-0.256137003274826,0.0,0.0,gdsc_pan
121,paccmann,AUC_zscore,paccmann genes,1,0.02,0.06,0.018973665961010275,-0.12490958198600981,0.677024681137398,0.2140940024543414,solo_pan
122,paccmann,AUC_zscore,paccmann genes,3,0.19379844961240308,0.0,0.0,-5.471171943844221e-05,0.0,0.0,gdsc_pan
123,paccmann,AUC_zscore,paccmann genes,3,0.14833333333333332,0.11265729744080791,0.035625365495201115,-0.0632115517885737,0.7611700032269051,0.24070308967947351,solo_pan
124,paccmann,AUC_zscore,paccmann genes,5,0.35813953488372086,0.0,0.0,-0.5231110368284757,0.0,0.0,gdsc_pan
125,paccmann,AUC_zscore,paccmann genes,5,0.28300000000000003,0.09695875411740808,0.03066105021032384,-0.6781549181538733,1.0421154225415812,0.3295458320020173,solo_pan
126,paccmann,AUC_zscore,paccmann genes,10,0.7162790697674418,0.0,0.0,1.093629834922947,0.0,0.0,gdsc_pan
127,paccmann,AUC_zscore,paccmann genes,10,0.6795,0.042746344872983025,0.013517581144568734,1.0982427108722055,2.40811758785366,0.7615136451128193,solo_pan
128,paccmann,AUC_zscore,paccmann genes,15,0.9317829457364338,0.0,0.0,-0.2826499433293683,0.0,0.0,gdsc_pan
129,paccmann,AUC_zscore,paccmann genes,15,0.9316666666666666,0.004999999999999982,0.0015811388300841838,0.5087577946861297,1.9114894368947315,0.6044660343940044,solo_pan
130,paccmann_ndcg,AUC,no RNAseq,1,0.0,0.0,0.0,0.9711382677630095,0.0,0.0,gdsc_pan
131,paccmann_ndcg,AUC,no RNAseq,1,1.0,0.0,0.0,0.9718558409577825,0.015393243329682622,0.004867770949899128,solo_pan
132,paccmann_ndcg,AUC,no RNAseq,3,0.7054263565891472,0.0,0.0,0.9630244483434003,0.0,0.0,gdsc_pan
133,paccmann_ndcg,AUC,no RNAseq,3,0.8416666666666666,0.12698425099200297,0.04015594601052253,0.9752798301904912,0.01248634068686927,0.003948527621133819,solo_pan
134,paccmann_ndcg,AUC,no RNAseq,5,0.7813953488372092,0.0,0.0,0.9573979664752076,0.0,0.0,gdsc_pan
135,paccmann_ndcg,AUC,no RNAseq,5,0.8790000000000001,0.041821047332652926,0.013224976370489272,0.9762999554103338,0.009592413236906329,0.003033387408617233,solo_pan
136,paccmann_ndcg,AUC,no RNAseq,10,0.8651162790697675,0.0,0.0,0.9848103803509336,0.0,0.0,gdsc_pan
137,paccmann_ndcg,AUC,no RNAseq,10,0.8664999999999999,0.037151715976519846,0.011748404146946936,0.9898819092647958,0.003802915449578931,0.0012025874569712642,solo_pan
138,paccmann_ndcg,AUC,no RNAseq,15,0.9317829457364338,0.0,0.0,0.9869221431779802,0.0,0.0,gdsc_pan
139,paccmann_ndcg,AUC,no RNAseq,15,0.9316666666666666,0.004999999999999982,0.0015811388300841838,0.9925213976240223,0.0030820124234677876,0.0009746179035093591,solo_pan
140,paccmann_ndcg,AUC,paccmann genes,1,0.0,0.0,0.0,0.9711382677630095,0.0,0.0,gdsc_pan
141,paccmann_ndcg,AUC,paccmann genes,1,1.0,0.0,0.0,0.9718558409577825,0.015393243329682622,0.004867770949899128,solo_pan
142,paccmann_ndcg,AUC,paccmann genes,3,0.7054263565891472,0.0,0.0,0.9630244483434003,0.0,0.0,gdsc_pan
143,paccmann_ndcg,AUC,paccmann genes,3,0.8416666666666666,0.12698425099200297,0.04015594601052253,0.9752798301904912,0.01248634068686927,0.003948527621133819,solo_pan
144,paccmann_ndcg,AUC,paccmann genes,5,0.7813953488372092,0.0,0.0,0.9573979664752076,0.0,0.0,gdsc_pan
145,paccmann_ndcg,AUC,paccmann genes,5,0.8790000000000001,0.041821047332652926,0.013224976370489272,0.9756052483706787,0.009391228044181047,0.0029697670645660507,solo_pan
146,paccmann_ndcg,AUC,paccmann genes,10,0.8651162790697675,0.0,0.0,0.9848103803509336,0.0,0.0,gdsc_pan
147,paccmann_ndcg,AUC,paccmann genes,10,0.8664999999999999,0.037151715976519846,0.011748404146946936,0.9898445493746705,0.0038144914527068565,0.001206248110579812,solo_pan
148,paccmann_ndcg,AUC,paccmann genes,15,0.9317829457364338,0.0,0.0,0.9869221431779802,0.0,0.0,gdsc_pan
149,paccmann_ndcg,AUC,paccmann genes,15,0.9316666666666666,0.004999999999999982,0.0015811388300841838,0.9924886152209179,0.0030823610731198748,0.0009747281562099612,solo_pan
150,paccmann_ndcg,AUC_zscore,no RNAseq,1,0.06976744186046512,0.0,0.0,-0.09171854413615288,0.0,0.0,gdsc_pan
151,paccmann_ndcg,AUC_zscore,no RNAseq,3,0.20155038759689922,0.0,0.0,-0.13560300656863167,0.0,0.0,gdsc_pan
152,paccmann_ndcg,AUC_zscore,no RNAseq,5,0.39534883720930225,0.0,0.0,-0.6895168516729412,0.0,0.0,gdsc_pan
153,paccmann_ndcg,AUC_zscore,no RNAseq,10,0.7093023255813953,0.0,0.0,1.1519365833369088,0.0,0.0,gdsc_pan
154,paccmann_ndcg,AUC_zscore,no RNAseq,15,0.9317829457364338,0.0,0.0,-0.24417417059169455,0.0,0.0,gdsc_pan
155,paccmann_ndcg,AUC_zscore,paccmann genes,1,0.18604651162790697,0.0,0.0,-0.09171854413615288,0.0,0.0,gdsc_pan
156,paccmann_ndcg,AUC_zscore,paccmann genes,3,0.2558139534883721,0.0,0.0,-0.1457430555134485,0.0,0.0,gdsc_pan
157,paccmann_ndcg,AUC_zscore,paccmann genes,5,0.39999999999999997,0.0,0.0,-0.7960410026161447,0.0,0.0,gdsc_pan
158,paccmann_ndcg,AUC_zscore,paccmann genes,10,0.7093023255813953,0.0,0.0,1.4361652525235291,0.0,0.0,gdsc_pan
159,paccmann_ndcg,AUC_zscore,paccmann genes,15,0.9317829457364338,0.0,0.0,0.011027390281086735,0.0,0.0,gdsc_pan
